Customer ID,Monetary,Frequency,Recency,Cluster,Segment
734,36,1,30,1,Clientes Leales
735,69,1,11,0,Clientes Ocasionales
736,48,1,2,2,Clientes en Riesgo
737,58,1,18,0,Clientes Ocasionales
738,24,1,22,1,Clientes Leales
739,31,1,23,1,Clientes Leales
740,29,1,24,1,Clientes Leales
741,69,1,28,3,Clientes VIP
742,79,1,27,3,Clientes VIP
743,39,1,29,1,Clientes Leales
744,84,1,14,0,Clientes Ocasionales
745,66,1,8,0,Clientes Ocasionales
746,92,1,46,3,Clientes VIP
747,45,1,3,2,Clientes en Riesgo
748,74,1,37,3,Clientes VIP
749,39,1,42,1,Clientes Leales
750,71,1,39,3,Clientes VIP
751,95,1,45,3,Clientes VIP
752,72,1,49,3,Clientes VIP
753,85,1,33,3,Clientes VIP
754,54,1,23,3,Clientes VIP
755,41,1,47,1,Clientes Leales
756,24,1,28,1,Clientes Leales
757,99,1,26,3,Clientes VIP
758,32,1,32,1,Clientes Leales
759,71,1,11,0,Clientes Ocasionales
760,49,1,25,1,Clientes Leales
761,50,1,44,3,Clientes VIP
762,91,1,24,3,Clientes VIP
763,46,1,7,0,Clientes Ocasionales
764,50,1,44,3,Clientes VIP
765,39,1,44,1,Clientes Leales
766,99,1,37,3,Clientes VIP
767,48,1,37,3,Clientes VIP
768,77,1,39,3,Clientes VIP
769,95,1,5,0,Clientes Ocasionales
770,100,1,42,3,Clientes VIP
771,54,1,42,3,Clientes VIP
772,68,1,16,0,Clientes Ocasionales
773,22,1,10,1,Clientes Leales
774,84,1,36,3,Clientes VIP
775,46,1,39,1,Clientes Leales
776,53,1,42,3,Clientes VIP
777,60,1,42,3,Clientes VIP
778,32,1,13,1,Clientes Leales
779,50,1,27,3,Clientes VIP
780,94,1,12,0,Clientes Ocasionales
781,26,1,12,1,Clientes Leales
782,44,1,38,1,Clientes Leales
783,57,1,35,3,Clientes VIP
784,65,1,12,0,Clientes Ocasionales
785,72,1,9,0,Clientes Ocasionales
786,62,1,13,0,Clientes Ocasionales
787,21,1,34,1,Clientes Leales
788,85,1,25,3,Clientes VIP
789,51,1,32,3,Clientes VIP
790,84,1,46,3,Clientes VIP
791,37,1,38,1,Clientes Leales
792,44,1,15,1,Clientes Leales
793,45,1,5,2,Clientes en Riesgo
794,35,1,34,1,Clientes Leales
795,50,1,40,3,Clientes VIP
796,26,1,16,1,Clientes Leales
797,78,1,7,0,Clientes Ocasionales
798,82,1,12,0,Clientes Ocasionales
799,39,1,2,2,Clientes en Riesgo
800,55,1,19,0,Clientes Ocasionales
801,20,1,30,1,Clientes Leales
802,29,1,38,1,Clientes Leales
803,41,1,48,1,Clientes Leales
804,38,1,20,1,Clientes Leales
805,47,1,22,1,Clientes Leales
806,30,1,10,1,Clientes Leales
807,56,1,4,2,Clientes en Riesgo
808,89,1,35,3,Clientes VIP
809,96,1,12,0,Clientes Ocasionales
810,81,1,20,0,Clientes Ocasionales
811,83,1,18,0,Clientes Ocasionales
812,35,1,14,1,Clientes Leales
813,56,1,18,0,Clientes Ocasionales
814,45,1,36,1,Clientes Leales
815,62,1,42,3,Clientes VIP
816,84,1,23,3,Clientes VIP
817,24,1,26,1,Clientes Leales
818,21,1,20,1,Clientes Leales
819,91,1,16,0,Clientes Ocasionales
820,36,1,22,1,Clientes Leales
821,39,1,23,1,Clientes Leales
822,39,1,19,1,Clientes Leales
823,59,1,27,3,Clientes VIP
824,27,1,39,1,Clientes Leales
825,94,1,2,2,Clientes en Riesgo
826,94,1,33,3,Clientes VIP
827,94,1,14,0,Clientes Ocasionales
828,51,1,17,0,Clientes Ocasionales
829,62,1,23,3,Clientes VIP
830,57,1,36,3,Clientes VIP
831,76,1,45,3,Clientes VIP
832,63,1,3,2,Clientes en Riesgo
833,80,1,22,3,Clientes VIP
834,68,1,39,3,Clientes VIP
835,89,1,32,3,Clientes VIP
836,26,1,29,1,Clientes Leales
837,90,1,28,3,Clientes VIP
838,28,1,17,1,Clientes Leales
839,29,1,1,2,Clientes en Riesgo
840,31,1,40,1,Clientes Leales
841,24,1,32,1,Clientes Leales
842,88,1,22,3,Clientes VIP
843,87,1,25,3,Clientes VIP
844,80,1,44,3,Clientes VIP
845,48,1,6,2,Clientes en Riesgo
846,21,1,20,1,Clientes Leales
847,72,1,8,0,Clientes Ocasionales
848,44,1,20,1,Clientes Leales
849,73,1,17,0,Clientes Ocasionales
850,61,1,26,3,Clientes VIP
851,20,1,37,1,Clientes Leales
852,86,1,31,3,Clientes VIP
853,60,1,27,3,Clientes VIP
854,43,1,15,1,Clientes Leales
855,44,1,28,1,Clientes Leales
856,76,1,36,3,Clientes VIP
857,33,1,3,2,Clientes en Riesgo
858,60,1,0,2,Clientes en Riesgo
859,26,1,17,1,Clientes Leales
860,73,1,43,3,Clientes VIP
861,87,1,47,3,Clientes VIP
862,100,1,15,0,Clientes Ocasionales
863,84,1,37,3,Clientes VIP
864,41,1,8,1,Clientes Leales
865,59,1,45,3,Clientes VIP
866,26,1,27,1,Clientes Leales
867,69,1,39,3,Clientes VIP
868,20,1,27,1,Clientes Leales
869,83,1,48,3,Clientes VIP
870,54,1,17,0,Clientes Ocasionales
871,66,1,44,3,Clientes VIP
872,42,1,5,2,Clientes en Riesgo
873,33,1,25,1,Clientes Leales
874,77,1,26,3,Clientes VIP
875,65,1,40,3,Clientes VIP
876,39,1,43,1,Clientes Leales
877,51,1,49,3,Clientes VIP
878,65,1,5,0,Clientes Ocasionales
879,89,1,13,0,Clientes Ocasionales
880,76,1,36,3,Clientes VIP
881,75,1,25,3,Clientes VIP
882,61,1,32,3,Clientes VIP
883,35,1,13,1,Clientes Leales
884,37,1,20,1,Clientes Leales
885,91,1,16,0,Clientes Ocasionales
886,99,1,1,2,Clientes en Riesgo
887,54,1,2,2,Clientes en Riesgo
888,47,1,17,1,Clientes Leales
889,77,1,6,0,Clientes Ocasionales
890,84,1,0,2,Clientes en Riesgo
891,51,1,3,2,Clientes en Riesgo
892,26,1,26,1,Clientes Leales
893,64,1,7,0,Clientes Ocasionales
894,51,1,36,3,Clientes VIP
895,60,1,47,3,Clientes VIP
896,69,1,17,0,Clientes Ocasionales
897,29,1,12,1,Clientes Leales
898,91,1,4,0,Clientes Ocasionales
899,70,1,31,3,Clientes VIP
900,58,1,30,3,Clientes VIP
901,98,1,8,0,Clientes Ocasionales
902,68,1,16,0,Clientes Ocasionales
903,44,1,45,1,Clientes Leales
904,45,1,47,1,Clientes Leales
905,99,1,4,0,Clientes Ocasionales
906,68,1,34,3,Clientes VIP
907,56,1,29,3,Clientes VIP
908,43,1,16,1,Clientes Leales
909,99,1,41,3,Clientes VIP
910,56,1,14,0,Clientes Ocasionales
911,25,1,28,1,Clientes Leales
912,74,1,48,3,Clientes VIP
913,56,1,18,0,Clientes Ocasionales
914,47,1,21,1,Clientes Leales
915,67,1,23,3,Clientes VIP
916,22,1,17,1,Clientes Leales
917,34,1,34,1,Clientes Leales
918,64,1,39,3,Clientes VIP
919,42,1,39,1,Clientes Leales
920,82,1,33,3,Clientes VIP
921,81,1,13,0,Clientes Ocasionales
922,24,1,32,1,Clientes Leales
923,60,1,37,3,Clientes VIP
924,24,1,43,1,Clientes Leales
925,78,1,13,0,Clientes Ocasionales
926,88,1,42,3,Clientes VIP
927,63,1,39,3,Clientes VIP
928,78,1,42,3,Clientes VIP
929,37,1,19,1,Clientes Leales
930,94,1,24,3,Clientes VIP
931,78,1,30,3,Clientes VIP
932,36,1,26,1,Clientes Leales
933,24,1,5,1,Clientes Leales
934,84,1,17,0,Clientes Ocasionales
935,47,1,29,1,Clientes Leales
936,51,1,48,3,Clientes VIP
937,84,1,22,3,Clientes VIP
938,24,1,32,1,Clientes Leales
939,97,1,29,3,Clientes VIP
940,89,1,26,3,Clientes VIP
941,44,1,35,1,Clientes Leales
942,35,1,12,1,Clientes Leales
943,91,1,12,0,Clientes Ocasionales
944,63,1,37,3,Clientes VIP
945,97,1,11,0,Clientes Ocasionales
946,38,1,42,1,Clientes Leales
947,24,1,46,1,Clientes Leales
948,32,1,44,1,Clientes Leales
949,90,1,39,3,Clientes VIP
950,36,1,1,2,Clientes en Riesgo
951,37,1,20,1,Clientes Leales
952,51,1,16,0,Clientes Ocasionales
953,71,1,22,3,Clientes VIP
954,50,1,14,0,Clientes Ocasionales
955,74,1,32,3,Clientes VIP
956,75,1,46,3,Clientes VIP
957,99,1,8,0,Clientes Ocasionales
958,23,1,39,1,Clientes Leales
959,53,1,19,0,Clientes Ocasionales
960,99,1,38,3,Clientes VIP
961,48,1,30,1,Clientes Leales
962,72,1,13,0,Clientes Ocasionales
963,64,1,24,3,Clientes VIP
964,63,1,36,3,Clientes VIP
965,51,1,38,3,Clientes VIP
966,55,1,40,3,Clientes VIP
967,55,1,31,3,Clientes VIP
968,26,1,46,1,Clientes Leales
969,67,1,2,2,Clientes en Riesgo
970,31,1,13,1,Clientes Leales
971,66,1,46,3,Clientes VIP
972,67,1,35,3,Clientes VIP
973,61,1,17,0,Clientes Ocasionales
974,75,1,20,0,Clientes Ocasionales
975,90,1,27,3,Clientes VIP
976,40,1,48,1,Clientes Leales
977,90,1,0,2,Clientes en Riesgo
978,20,1,16,1,Clientes Leales
979,40,1,17,1,Clientes Leales
980,33,1,16,1,Clientes Leales
981,98,1,11,0,Clientes Ocasionales
982,42,1,3,2,Clientes en Riesgo
983,62,1,13,0,Clientes Ocasionales
984,45,1,10,0,Clientes Ocasionales
985,78,1,42,3,Clientes VIP
986,80,1,38,3,Clientes VIP
987,96,1,14,0,Clientes Ocasionales
988,47,1,2,2,Clientes en Riesgo
989,84,1,3,2,Clientes en Riesgo
990,31,1,48,1,Clientes Leales
991,63,1,26,3,Clientes VIP
992,97,1,10,0,Clientes Ocasionales
993,99,1,0,2,Clientes en Riesgo
994,90,1,25,3,Clientes VIP
995,68,1,30,3,Clientes VIP
996,80,1,40,3,Clientes VIP
997,91,1,18,0,Clientes Ocasionales
998,30,1,19,1,Clientes Leales
999,90,1,2,2,Clientes en Riesgo
1000,28,1,27,1,Clientes Leales
1001,46,1,49,3,Clientes VIP
1002,60,1,46,3,Clientes VIP
1003,59,1,47,3,Clientes VIP
1004,68,1,47,3,Clientes VIP
1005,79,1,6,0,Clientes Ocasionales
1006,94,1,45,3,Clientes VIP
1007,83,1,0,2,Clientes en Riesgo
1008,62,1,48,3,Clientes VIP
1009,85,1,21,3,Clientes VIP
1010,30,1,39,1,Clientes Leales
1011,24,1,13,1,Clientes Leales
1012,25,1,18,1,Clientes Leales
1013,37,1,23,1,Clientes Leales
1014,69,1,19,0,Clientes Ocasionales
1015,97,1,14,0,Clientes Ocasionales
1016,24,1,16,1,Clientes Leales
1017,30,1,35,1,Clientes Leales
1018,53,1,36,3,Clientes VIP
1019,70,1,4,2,Clientes en Riesgo
1020,76,1,17,0,Clientes Ocasionales
1021,95,1,9,0,Clientes Ocasionales
1022,51,1,11,0,Clientes Ocasionales
1023,41,1,43,1,Clientes Leales
1024,71,1,21,3,Clientes VIP
1025,66,1,32,3,Clientes VIP
1026,84,1,35,3,Clientes VIP
1027,95,1,11,0,Clientes Ocasionales
1028,90,1,39,3,Clientes VIP
1029,36,1,46,1,Clientes Leales
1030,22,1,17,1,Clientes Leales
1031,89,1,13,0,Clientes Ocasionales
1032,50,1,18,0,Clientes Ocasionales
1033,36,1,6,2,Clientes en Riesgo
1034,52,1,9,0,Clientes Ocasionales
1035,29,1,6,1,Clientes Leales
1036,89,1,18,0,Clientes Ocasionales
1037,47,1,37,1,Clientes Leales
1038,25,1,2,2,Clientes en Riesgo
1039,74,1,47,3,Clientes VIP
1040,46,1,11,0,Clientes Ocasionales
1041,22,1,43,1,Clientes Leales
1042,25,1,39,1,Clientes Leales
1043,80,1,3,2,Clientes en Riesgo
1044,76,1,22,3,Clientes VIP
1045,30,1,33,1,Clientes Leales
1046,79,1,39,3,Clientes VIP
1047,22,1,38,1,Clientes Leales
1048,36,1,43,1,Clientes Leales
1049,77,1,31,3,Clientes VIP
1050,33,1,26,1,Clientes Leales
1051,64,1,31,3,Clientes VIP
1052,53,1,11,0,Clientes Ocasionales
1053,36,1,49,1,Clientes Leales
1054,70,1,40,3,Clientes VIP
1055,96,1,2,2,Clientes en Riesgo
1056,27,1,26,1,Clientes Leales
1057,64,1,8,0,Clientes Ocasionales
1058,23,1,30,1,Clientes Leales
1059,33,1,1,2,Clientes en Riesgo
1060,34,1,25,1,Clientes Leales
1061,35,1,29,1,Clientes Leales
1062,62,1,38,3,Clientes VIP
1063,75,1,29,3,Clientes VIP
1064,29,1,15,1,Clientes Leales
1065,28,1,8,1,Clientes Leales
1066,20,1,47,1,Clientes Leales
1067,96,1,39,3,Clientes VIP
1068,43,1,28,1,Clientes Leales
1069,94,1,3,2,Clientes en Riesgo
1070,81,1,17,0,Clientes Ocasionales
1071,75,1,0,2,Clientes en Riesgo
1072,81,1,4,2,Clientes en Riesgo
1073,92,1,16,0,Clientes Ocasionales
1074,96,1,17,0,Clientes Ocasionales
1075,71,1,5,0,Clientes Ocasionales
1076,50,1,18,0,Clientes Ocasionales
1077,72,1,3,2,Clientes en Riesgo
1078,28,1,45,1,Clientes Leales
1079,59,1,1,2,Clientes en Riesgo
1080,33,1,2,2,Clientes en Riesgo
1081,59,1,28,3,Clientes VIP
1082,30,1,5,2,Clientes en Riesgo
1083,85,1,20,0,Clientes Ocasionales
1084,97,1,7,0,Clientes Ocasionales
1085,36,1,2,2,Clientes en Riesgo
1086,85,1,27,3,Clientes VIP
1087,62,1,23,3,Clientes VIP
1088,71,1,43,3,Clientes VIP
1089,21,1,48,1,Clientes Leales
1090,61,1,17,0,Clientes Ocasionales
1091,58,1,23,3,Clientes VIP
1092,80,1,44,3,Clientes VIP
1093,50,1,30,3,Clientes VIP
1094,48,1,4,2,Clientes en Riesgo
1095,40,1,25,1,Clientes Leales
1096,34,1,20,1,Clientes Leales
1097,46,1,2,2,Clientes en Riesgo
1098,27,1,3,2,Clientes en Riesgo
1099,98,1,23,3,Clientes VIP
1100,73,1,5,0,Clientes Ocasionales
1101,28,1,48,1,Clientes Leales
1102,76,1,11,0,Clientes Ocasionales
1103,83,1,26,3,Clientes VIP
1104,23,1,42,1,Clientes Leales
1105,28,1,42,1,Clientes Leales
1106,83,1,44,3,Clientes VIP
1107,96,1,38,3,Clientes VIP
1108,62,1,24,3,Clientes VIP
1109,25,1,0,2,Clientes en Riesgo
1110,97,1,48,3,Clientes VIP
1111,61,1,19,0,Clientes Ocasionales
1112,66,1,46,3,Clientes VIP
1113,67,1,18,0,Clientes Ocasionales
1114,80,1,39,3,Clientes VIP
1115,25,1,3,2,Clientes en Riesgo
1116,58,1,13,0,Clientes Ocasionales
1117,96,1,11,0,Clientes Ocasionales
1118,77,1,26,3,Clientes VIP
1119,65,1,39,3,Clientes VIP
1120,36,1,14,1,Clientes Leales
1121,84,1,10,0,Clientes Ocasionales
1122,58,1,25,3,Clientes VIP
1123,62,1,38,3,Clientes VIP
1124,67,1,12,0,Clientes Ocasionales
1125,20,1,10,1,Clientes Leales
1126,90,1,40,3,Clientes VIP
1127,58,1,3,2,Clientes en Riesgo
1128,53,1,28,3,Clientes VIP
1129,30,1,15,1,Clientes Leales
1130,65,1,4,2,Clientes en Riesgo
1131,41,1,20,1,Clientes Leales
1132,73,1,30,3,Clientes VIP
1133,98,1,25,3,Clientes VIP
1134,36,1,21,1,Clientes Leales
1135,81,1,48,3,Clientes VIP
1136,90,1,18,0,Clientes Ocasionales
1137,83,1,13,0,Clientes Ocasionales
1138,91,1,34,3,Clientes VIP
1139,36,1,18,1,Clientes Leales
1140,53,1,8,0,Clientes Ocasionales
1141,39,1,44,1,Clientes Leales
1142,33,1,27,1,Clientes Leales
1143,76,1,23,3,Clientes VIP
1144,23,1,7,1,Clientes Leales
1145,54,1,25,3,Clientes VIP
1146,89,1,20,0,Clientes Ocasionales
1147,38,1,43,1,Clientes Leales
1148,36,1,33,1,Clientes Leales
1149,66,1,40,3,Clientes VIP
1150,42,1,10,1,Clientes Leales
1151,36,1,0,2,Clientes en Riesgo
1152,86,1,26,3,Clientes VIP
1153,49,1,42,3,Clientes VIP
1154,41,1,44,1,Clientes Leales
1155,82,1,6,0,Clientes Ocasionales
1156,53,1,3,2,Clientes en Riesgo
1157,21,1,44,1,Clientes Leales
1158,66,1,39,3,Clientes VIP
1159,89,1,9,0,Clientes Ocasionales
1160,55,1,4,2,Clientes en Riesgo
1161,42,1,41,1,Clientes Leales
1162,52,1,13,0,Clientes Ocasionales
1163,92,1,37,3,Clientes VIP
1164,56,1,26,3,Clientes VIP
1165,96,1,3,2,Clientes en Riesgo
1166,64,1,29,3,Clientes VIP
1167,48,1,28,1,Clientes Leales
1168,83,1,34,3,Clientes VIP
1169,91,1,13,0,Clientes Ocasionales
1170,94,1,47,3,Clientes VIP
1171,62,1,17,0,Clientes Ocasionales
1172,55,1,35,3,Clientes VIP
1173,68,1,8,0,Clientes Ocasionales
1174,76,1,8,0,Clientes Ocasionales
1175,31,1,31,1,Clientes Leales
1176,81,1,24,3,Clientes VIP
1177,83,1,11,0,Clientes Ocasionales
1178,21,1,26,1,Clientes Leales
1179,22,1,27,1,Clientes Leales
1180,33,1,6,1,Clientes Leales
1181,23,1,16,1,Clientes Leales
1182,96,1,7,0,Clientes Ocasionales
1183,21,1,5,1,Clientes Leales
1184,39,1,46,1,Clientes Leales
1185,73,1,31,3,Clientes VIP
1186,64,1,21,3,Clientes VIP
1187,68,1,23,3,Clientes VIP
1188,89,1,13,0,Clientes Ocasionales
1189,29,1,39,1,Clientes Leales
1190,97,1,22,3,Clientes VIP
1191,45,1,19,1,Clientes Leales
1192,70,1,0,2,Clientes en Riesgo
1193,56,1,8,0,Clientes Ocasionales
1194,55,1,32,3,Clientes VIP
1195,46,1,44,1,Clientes Leales
1196,95,1,17,0,Clientes Ocasionales
1197,88,1,37,3,Clientes VIP
1198,92,1,24,3,Clientes VIP
1199,49,1,33,3,Clientes VIP
1200,89,1,47,3,Clientes VIP
1201,22,1,43,1,Clientes Leales
1202,61,1,4,2,Clientes en Riesgo
1203,29,1,36,1,Clientes Leales
1204,82,1,27,3,Clientes VIP
1205,94,1,30,3,Clientes VIP
1206,99,1,12,0,Clientes Ocasionales
1207,59,1,34,3,Clientes VIP
1208,90,1,2,2,Clientes en Riesgo
1209,100,1,42,3,Clientes VIP
1210,62,1,34,3,Clientes VIP
1211,78,1,45,3,Clientes VIP
1212,94,1,36,3,Clientes VIP
1213,74,1,32,3,Clientes VIP
1214,52,1,36,3,Clientes VIP
1215,81,1,45,3,Clientes VIP
1216,20,1,35,1,Clientes Leales
1217,32,1,47,1,Clientes Leales
1218,63,1,38,3,Clientes VIP
1219,79,1,7,0,Clientes Ocasionales
1220,23,1,15,1,Clientes Leales
1221,64,1,14,0,Clientes Ocasionales
1222,69,1,47,3,Clientes VIP
1223,69,1,23,3,Clientes VIP
1224,24,1,29,1,Clientes Leales
1225,50,1,32,3,Clientes VIP
1226,97,1,34,3,Clientes VIP
1227,91,1,32,3,Clientes VIP
1228,37,1,31,1,Clientes Leales
1229,55,1,49,3,Clientes VIP
1230,52,1,11,0,Clientes Ocasionales
1231,80,1,1,2,Clientes en Riesgo
1232,79,1,7,0,Clientes Ocasionales
1233,23,1,19,1,Clientes Leales
1234,73,1,10,0,Clientes Ocasionales
1235,99,1,48,3,Clientes VIP
1236,22,1,4,1,Clientes Leales
1237,68,1,15,0,Clientes Ocasionales
1238,92,1,8,0,Clientes Ocasionales
1239,77,1,47,3,Clientes VIP
1240,37,1,18,1,Clientes Leales
1241,79,1,2,2,Clientes en Riesgo
1242,51,1,16,0,Clientes Ocasionales
1243,27,1,35,1,Clientes Leales
1244,23,1,28,1,Clientes Leales
1245,76,1,48,3,Clientes VIP
1246,31,1,20,1,Clientes Leales
1247,60,1,23,3,Clientes VIP
1248,99,1,32,3,Clientes VIP
1249,37,1,42,1,Clientes Leales
1250,50,1,2,2,Clientes en Riesgo
1251,26,1,26,1,Clientes Leales
1252,86,1,7,0,Clientes Ocasionales
1253,41,1,42,1,Clientes Leales
1254,23,1,1,2,Clientes en Riesgo
1255,56,1,48,3,Clientes VIP
1256,68,1,12,0,Clientes Ocasionales
1257,48,1,46,3,Clientes VIP
1258,67,1,19,0,Clientes Ocasionales
1259,87,1,16,0,Clientes Ocasionales
1260,64,1,5,0,Clientes Ocasionales
1261,93,1,20,0,Clientes Ocasionales
1262,29,1,48,1,Clientes Leales
1263,62,1,6,0,Clientes Ocasionales
1264,70,1,49,3,Clientes VIP
1265,92,1,49,3,Clientes VIP
1266,79,1,23,3,Clientes VIP
1267,31,1,36,1,Clientes Leales
1268,83,1,9,0,Clientes Ocasionales
1269,88,1,25,3,Clientes VIP
1270,53,1,3,2,Clientes en Riesgo
1271,98,1,30,3,Clientes VIP
1272,57,1,8,0,Clientes Ocasionales
1273,80,1,34,3,Clientes VIP
1274,29,1,18,1,Clientes Leales
1275,73,1,13,0,Clientes Ocasionales
1276,32,1,49,1,Clientes Leales
1277,68,1,13,0,Clientes Ocasionales
1278,97,1,45,3,Clientes VIP
1279,98,1,19,0,Clientes Ocasionales
1280,56,1,32,3,Clientes VIP
1281,78,1,11,0,Clientes Ocasionales
1282,81,1,42,3,Clientes VIP
1283,68,1,30,3,Clientes VIP
1284,94,1,27,3,Clientes VIP
1285,93,1,12,0,Clientes Ocasionales
1286,99,1,5,0,Clientes Ocasionales
1287,49,1,6,2,Clientes en Riesgo
1288,28,1,30,1,Clientes Leales
1289,93,1,16,0,Clientes Ocasionales
1290,24,1,40,1,Clientes Leales
1291,35,1,47,1,Clientes Leales
1292,68,1,27,3,Clientes VIP
1293,61,1,8,0,Clientes Ocasionales
1294,74,1,20,0,Clientes Ocasionales
1295,64,1,29,3,Clientes VIP
1296,60,1,0,2,Clientes en Riesgo
1297,29,1,34,1,Clientes Leales
1298,85,1,18,0,Clientes Ocasionales
1299,81,1,36,3,Clientes VIP
1300,23,1,8,1,Clientes Leales
1301,100,1,3,2,Clientes en Riesgo
1302,54,1,29,3,Clientes VIP
1303,25,1,13,1,Clientes Leales
1304,32,1,40,1,Clientes Leales
1305,63,1,32,3,Clientes VIP
1306,56,1,48,3,Clientes VIP
1307,33,1,10,1,Clientes Leales
1308,32,1,7,1,Clientes Leales
1309,38,1,36,1,Clientes Leales
1310,21,1,9,1,Clientes Leales
1311,59,1,12,0,Clientes Ocasionales
1312,87,1,38,3,Clientes VIP
1313,79,1,31,3,Clientes VIP
1314,28,1,27,1,Clientes Leales
1315,67,1,1,2,Clientes en Riesgo
1316,75,1,21,3,Clientes VIP
1317,32,1,36,1,Clientes Leales
1318,43,1,31,1,Clientes Leales
1319,93,1,31,3,Clientes VIP
1320,24,1,2,2,Clientes en Riesgo
1321,31,1,31,1,Clientes Leales
1322,84,1,5,0,Clientes Ocasionales
1323,74,1,33,3,Clientes VIP
1324,62,1,35,3,Clientes VIP
1325,77,1,39,3,Clientes VIP
1326,73,1,49,3,Clientes VIP
1327,50,1,33,3,Clientes VIP
1328,40,1,13,1,Clientes Leales
1329,97,1,10,0,Clientes Ocasionales
1330,63,1,0,2,Clientes en Riesgo
1331,65,1,30,3,Clientes VIP
1332,91,1,42,3,Clientes VIP
1333,60,1,34,3,Clientes VIP
1334,69,1,41,3,Clientes VIP
1335,52,1,38,3,Clientes VIP
1336,49,1,24,1,Clientes Leales
1337,85,1,6,0,Clientes Ocasionales
1338,86,1,31,3,Clientes VIP
1339,51,1,7,0,Clientes Ocasionales
1340,56,1,45,3,Clientes VIP
1341,72,1,45,3,Clientes VIP
1342,27,1,19,1,Clientes Leales
1343,43,1,39,1,Clientes Leales
1344,56,1,16,0,Clientes Ocasionales
1345,37,1,36,1,Clientes Leales
1346,21,1,8,1,Clientes Leales
1347,91,1,35,3,Clientes VIP
1348,95,1,3,2,Clientes en Riesgo
1349,54,1,27,3,Clientes VIP
1350,36,1,27,1,Clientes Leales
1351,71,1,49,3,Clientes VIP
1352,31,1,22,1,Clientes Leales
1353,89,1,13,0,Clientes Ocasionales
1354,83,1,46,3,Clientes VIP
1355,42,1,29,1,Clientes Leales
1356,91,1,0,2,Clientes en Riesgo
1357,61,1,16,0,Clientes Ocasionales
1358,66,1,30,3,Clientes VIP
1359,22,1,25,1,Clientes Leales
1360,68,1,24,3,Clientes VIP
1361,43,1,46,1,Clientes Leales
1362,32,1,11,1,Clientes Leales
1363,46,1,21,1,Clientes Leales
1364,90,1,3,2,Clientes en Riesgo
1365,75,1,45,3,Clientes VIP
1366,69,1,32,3,Clientes VIP
1367,40,1,40,1,Clientes Leales
1368,63,1,25,3,Clientes VIP
1369,36,1,48,1,Clientes Leales
1370,75,1,2,2,Clientes en Riesgo
1371,67,1,9,0,Clientes Ocasionales
1372,64,1,8,0,Clientes Ocasionales
1373,61,1,6,0,Clientes Ocasionales
1374,40,1,44,1,Clientes Leales
1375,97,1,45,3,Clientes VIP
1376,31,1,42,1,Clientes Leales
1377,65,1,26,3,Clientes VIP
1378,54,1,8,0,Clientes Ocasionales
1379,49,1,26,3,Clientes VIP
1380,64,1,12,0,Clientes Ocasionales
1381,35,1,9,1,Clientes Leales
1382,86,1,2,2,Clientes en Riesgo
1383,55,1,34,3,Clientes VIP
1384,58,1,46,3,Clientes VIP
1385,96,1,42,3,Clientes VIP
1386,64,1,49,3,Clientes VIP
1387,56,1,46,3,Clientes VIP
1388,85,1,30,3,Clientes VIP
1389,23,1,10,1,Clientes Leales
1390,72,1,42,3,Clientes VIP
1391,38,1,8,1,Clientes Leales
1392,29,1,12,1,Clientes Leales
1393,46,1,16,1,Clientes Leales
1394,58,1,36,3,Clientes VIP
1395,43,1,11,1,Clientes Leales
1396,32,1,10,1,Clientes Leales
1397,30,1,1,2,Clientes en Riesgo
1398,67,1,17,0,Clientes Ocasionales
1399,45,1,25,1,Clientes Leales
1400,81,1,2,2,Clientes en Riesgo
1401,23,1,28,1,Clientes Leales
1402,59,1,49,3,Clientes VIP
1403,21,1,3,2,Clientes en Riesgo
1404,20,1,30,1,Clientes Leales
1405,28,1,40,1,Clientes Leales
1406,100,1,11,0,Clientes Ocasionales
1407,46,1,35,1,Clientes Leales
1408,61,1,39,3,Clientes VIP
1409,58,1,12,0,Clientes Ocasionales
1410,50,1,9,0,Clientes Ocasionales
1411,93,1,32,3,Clientes VIP
1412,24,1,37,1,Clientes Leales
1413,100,1,7,0,Clientes Ocasionales
1414,79,1,38,3,Clientes VIP
1415,51,1,47,3,Clientes VIP
1416,90,1,38,3,Clientes VIP
1417,56,1,4,2,Clientes en Riesgo
1418,25,1,29,1,Clientes Leales
1419,75,1,27,3,Clientes VIP
1420,75,1,46,3,Clientes VIP
1421,53,1,5,2,Clientes en Riesgo
1422,100,1,26,3,Clientes VIP
1423,27,1,47,1,Clientes Leales
1424,60,1,38,3,Clientes VIP
1425,23,1,16,1,Clientes Leales
1426,40,1,11,1,Clientes Leales
1427,38,1,15,1,Clientes Leales
1428,90,1,42,3,Clientes VIP
1429,97,1,8,0,Clientes Ocasionales
1430,38,1,44,1,Clientes Leales
1431,30,1,47,1,Clientes Leales
1432,88,1,21,3,Clientes VIP
1433,33,1,18,1,Clientes Leales
1434,60,1,5,2,Clientes en Riesgo
1435,64,1,29,3,Clientes VIP
1436,95,1,9,0,Clientes Ocasionales
1437,83,1,27,3,Clientes VIP
1438,97,1,36,3,Clientes VIP
1439,38,1,26,1,Clientes Leales
1440,48,1,25,1,Clientes Leales
1441,76,1,37,3,Clientes VIP
1442,25,1,47,1,Clientes Leales
1443,92,1,8,0,Clientes Ocasionales
1444,47,1,48,3,Clientes VIP
1445,36,1,24,1,Clientes Leales
1446,51,1,26,3,Clientes VIP
